,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
4626,4273,184,4.0,80.99252783211014,53.19178821466553,7.0,4,4.0,1956,0.246623602,B,B,14,2940,45,,3,6,B
2913,3685,48,2.0,81.9599702666736,83.0115100254765,11.0,21,25.0,2015,0.041124634,B,B,46,9515,5,,1,10,B
4843,2088,23,1.0,44.83158545535742,44.46902443660616,10.0,3,10.0,2014,0.034656082,B,B,0,168,0,,0,0,B
1249,5883,4,3.0,78.97353422042046,51.36551512542715,7.0,3,9.0,1961,0.327018035,B,B,12,2270,23,2500.0,1,0,B
285,10040,62,2.0,66.29653135616107,,1.0,8,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2403,15172,38,3.0,86.20474059964937,50.67584681137279,10.0,7,20.0,2016,0.060753049,B,B,15,2787,2,520.0,0,7,B
3609,15559,42,1.0,41.13980719398063,22.072851358346995,8.0,10,9.0,2005,0.158249043,B,B,21,5731,0,,1,0,B
1073,5131,34,1.0,45.7599465308024,42.01243005555953,1.0,17,25.0,2016,0.069753361,B,B,53,13670,4,,1,11,B
3368,3805,5,3.0,58.17201145809866,57.759613225904296,6.0,11,12.0,1983,0.150817539,B,B,16,3433,4,2643.0,4,5,B
3332,3194,29,2.0,43.92698743317489,31.0287066937074,44.0,6,5.0,1964,0.086885265,B,B,10,2277,2,1547.0,0,0,B
798,8301,1,2.0,64.67644465593514,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4800,6765,27,2.0,41.07012044162251,,0.0,5,12.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1036,13333,88,2.0,52.59251542621027,33.12736386536157,8.0,4,12.0,1975,0.127375905,B,B,43,8429,3,,3,9,B
57,3029,13,1.0,43.57357629518538,22.22113089969779,8.0,11,18.0,2000,0.090799103,B,B,74,19083,2,,5,15,B
218,174,7,2.0,43.02265758088557,30.415339558033327,5.0,4,5.0,1969,0.035145267,B,B,42,9292,3,2620.0,0,3,B
593,9285,74,2.0,75.45352967383243,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2077,10551,6,2.0,54.75786319558336,34.57676409817108,9.0,5,17.0,2010,0.243204519,B,B,5,1564,0,540.0,0,0,B
1363,1646,28,3.0,82.60515926562887,58.340208700851726,9.0,4,5.0,1961,0.333891544,B,B,30,6564,1,,0,0,B
1720,6750,21,1.0,42.82272709670459,22.877543509536263,7.0,3,17.0,2008,0.034331497,B,B,25,5487,3,,0,4,B
1610,12935,91,1.0,29.096846949517907,18.43265848309492,5.0,6,5.0,1963,0.333891544,B,B,30,6564,1,,0,0,B
187,1525,34,3.0,74.90655619752668,46.59000831886104,10.0,12,17.0,1993,0.069753361,B,B,53,13670,4,,1,11,B
1465,16645,54,2.0,78.01379924664572,76.68194721885853,1.0,9,1.0,2014,0.006076152,B,B,30,5285,0,645.0,6,6,B
1346,12630,8,1.0,38.37754476303978,20.29581713561241,9.0,2,14.0,1974,0.458174486,B,A,26,4439,1,1130.0,1,5,B
603,12639,32,2.0,46.44711483505979,27.099421525483933,6.0,4,9.0,1972,0.135649789,B,B,46,7960,6,350.0,3,11,B
3575,5126,64,3.0,69.13093951777222,45.00084095493787,1.0,3,9.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
3785,11968,120,3.0,77.25630780858694,48.96858282285993,10.0,6,12.0,2006,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
561,4979,44,1.0,32.99127328274289,25.16395937701384,5.0,9,9.0,1963,0.232205084,B,B,24,4860,1,80.0,0,3,B
1404,13005,103,3.0,66.38528121570083,46.51328093313989,7.0,1,9.0,1970,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
643,6551,3,2.0,48.753300065115255,31.232639242735125,9.0,13,14.0,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
4223,4162,46,1.0,41.39944035650125,20.84445226571617,10.0,6,22.0,2000,0.188783766,B,B,31,6137,4,,0,1,B
4403,16704,111,4.0,95.03303235560604,68.38822103299889,8.0,4,9.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
2315,2595,27,2.0,60.03655047905661,30.91288175847271,12.0,8,6.0,2000,0.041116354,B,B,53,14892,4,,1,4,B
926,10266,23,3.0,78.70514518523436,78.95987403899757,1.0,4,3.0,2015,0.034656082,B,B,0,168,0,,0,0,B
133,6918,23,3.0,105.53513516506445,,1.0,6,9.0,1977,0.014072961,B,B,2,475,0,,0,0,B
2546,6135,146,2.0,56.46646768299596,32.42309802233248,8.0,15,17.0,1989,0.236108458,B,B,16,3893,27,,3,10,B
3100,5133,61,2.0,53.583178988151424,33.64767109879137,8.0,7,12.0,1977,0.300322518,B,B,52,10311,6,,1,9,B
2808,1695,7,1.0,31.560171797247285,31.967179549985577,7.0,2,12.0,1975,0.130617806,B,B,39,10418,9,900.0,1,9,B
2866,4106,57,1.0,31.782864972996755,20.357876844305864,5.0,5,5.0,1961,0.133215333,B,B,49,11395,3,1406.0,3,4,A
345,12689,61,1.0,38.190813276343405,21.653921021502047,10.0,14,25.0,2013,0.300322518,B,B,52,10311,6,,1,9,B
4669,5040,45,3.0,81.73904706914706,,1.0,12,1.0,1977,0.195781053,B,B,23,5212,6,,3,2,B
559,7936,23,1.0,42.433915431779496,39.95955691843428,9.0,3,17.0,2015,0.034656082,B,B,0,168,0,,0,0,B
3713,2308,59,1.0,47.86947329521509,,1.0,16,24.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B
392,16296,53,2.0,62.66202403154612,36.26187434292907,10.0,19,24.0,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
1659,11492,129,2.0,45.4939952554144,30.82849292692693,7.0,6,8.0,1963,0.020741326,B,B,24,5613,5,1340.0,2,5,B
4547,11371,30,1.0,37.86295552779981,,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2954,1189,6,1.0,37.54571738511353,36.81338000652693,1.0,2,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
2501,6732,6,2.0,55.99736902967084,,1.0,14,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1956,2231,29,2.0,44.845905163833706,28.101254922765214,5.0,2,8.0,1966,0.069660344,B,B,31,6119,4,,1,2,B
3636,6613,46,3.0,57.79118907532879,36.21210910758168,5.0,5,5.0,1967,0.0,B,B,47,11319,0,1145.0,3,5,B
655,9911,115,1.0,39.592075945759184,23.64859343504583,9.0,11,12.0,1971,1.8e-09,B,B,16,3681,73,1815.0,2,5,B
573,10686,40,2.0,49.63912673136277,33.59330479506131,5.0,6,5.0,1962,0.210473241,B,B,11,2398,2,1994.0,3,0,B
2133,3653,29,1.0,39.5781565889018,37.39354022951135,5.0,10,9.0,1974,0.040242764,B,B,25,3478,11,2729.0,3,1,B
4564,4600,145,2.0,61.93324195395563,36.95878055129681,10.0,16,17.0,1989,0.0,B,B,30,5562,0,,0,5,A
1373,9286,3,1.0,34.74345696404944,19.77211048020402,6.0,5,9.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B
2321,13659,109,4.0,100.16436432188688,66.52340540548944,10.0,8,18.0,1983,0.0,B,B,25,5027,4,46.0,1,1,B
537,15961,2,2.0,46.58879978093204,31.53435311451487,5.0,6,5.0,1969,0.309479124,B,B,35,7715,4,990.0,0,6,B
2410,2397,55,2.0,62.95489944645739,36.11638615677065,10.0,15,17.0,1989,0.041365446,B,B,31,5569,0,,1,4,B
4703,12365,129,1.0,39.5496575872604,21.215991140616303,9.0,7,12.0,1969,0.020741326,B,B,24,5613,5,1340.0,2,5,B
1968,9007,85,3.0,77.32936606894637,49.28537864746394,10.0,11,16.0,1973,0.037177818,B,B,52,11217,1,2300.0,1,7,B
3095,8806,20,2.0,56.76990249211013,30.929494438097947,9.0,6,23.0,2006,0.019508796,B,B,37,7687,11,176.0,5,5,B
2729,3320,170,1.0,33.69316965721442,18.859937814842027,5.0,1,8.0,1962,0.21843974,B,B,21,4472,6,1450.0,4,7,A
4664,6754,13,1.0,45.60355481370773,19.08534843324784,10.0,11,22.0,1977,0.090799103,B,B,74,19083,2,,5,15,B
2060,8205,1,3.0,75.5416718249385,76.51124012835456,0.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
113,5517,31,1.0,30.5715003172954,15.455599140664738,4.0,2,4.0,1958,0.151346216,B,A,32,5889,10,830.0,4,1,B
2298,4639,144,1.0,42.519325701253024,22.445487671918357,8.0,16,17.0,1991,0.306977489,B,B,27,5148,14,1575.0,5,7,B
1395,11954,62,3.0,67.79257251323413,45.68681061914103,6.0,8,9.0,1976,0.002211665,B,B,39,7614,3,,1,5,A
3790,7759,29,1.0,25.24417083491393,19.28733897490156,3.0,6,5.0,1971,0.069660344,B,B,31,6119,4,,1,2,B
1312,16057,6,3.0,78.79039686733063,,0.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3779,7307,27,2.0,51.430826984858,,1.0,9,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
4154,1474,74,1.0,48.03187756107896,,0.0,7,0.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
14,11404,27,1.0,44.41551017635499,,1.0,14,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4757,15149,7,2.0,53.57423643720745,27.713771357573066,7.0,6,5.0,1954,0.130617806,B,B,39,10418,9,900.0,1,9,B
1987,2436,28,1.0,33.96336543862852,14.15236709301961,7.0,9,12.0,1988,0.118537385,B,B,30,6207,1,1183.0,1,0,B
1476,11660,86,3.0,87.37217663976958,55.5133163275889,8.0,5,8.0,1957,0.161975568,B,A,31,7010,5,4508.0,3,7,B
979,3022,83,1.0,42.70103167477756,19.38302869738532,7.0,16,17.0,2000,0.0077202819999999,B,B,38,4788,2,,0,4,B
1214,16444,31,1.0,32.731194800887906,15.019806603539712,8.0,1,5.0,1964,0.151346216,B,A,32,5889,10,830.0,4,1,B
2879,5691,28,2.0,45.5023293731774,30.8852471682987,5.0,5,5.0,1968,0.118537385,B,B,30,6207,1,1183.0,1,0,B
3903,2764,80,2.0,56.07604143835193,35.690338213162185,9.0,2,16.0,1979,0.0,B,B,39,8647,0,810.0,0,5,B
4404,1816,140,1.0,35.24881811552593,20.537596307469823,6.0,2,5.0,1964,0.0,B,B,33,7425,1,,2,5,B
4677,7938,66,3.0,61.11916226651993,44.3619103096356,5.0,2,5.0,1966,0.161975568,B,A,31,7010,5,4508.0,3,7,B
1722,9532,6,2.0,56.57433934445738,35.941645933173795,8.0,13,16.0,1980,0.243204519,B,B,5,1564,0,540.0,0,0,B
3450,14032,1,1.0,40.4056849936283,39.81045968982267,0.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
291,10921,194,2.0,48.96912355782237,35.57071511251266,5.0,7,9.0,1977,0.174739084,B,B,17,3379,9,100.0,0,3,B
1460,11609,32,2.0,56.97598363222389,34.58081538186071,10.0,15,22.0,2010,0.135649789,B,B,46,7960,6,350.0,3,11,B
4410,6402,74,2.0,77.54897193086906,50.69925739008649,10.0,7,17.0,2018,0.075778755,B,B,6,1437,3,,0,2,B
1776,8166,85,1.0,39.99007101891631,24.402066626246828,10.0,12,22.0,1987,0.037177818,B,B,52,11217,1,2300.0,1,7,B
4440,3434,19,2.0,57.2649564248274,35.82746332039963,8.0,3,5.0,1960,0.309479124,B,B,35,7715,4,990.0,0,6,B
2637,16756,27,1.0,44.344949122451474,,1.0,3,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4713,2262,181,2.0,49.824887042302656,27.98342602604289,7.0,3,10.0,1967,0.0,B,B,8,1423,37,562.0,1,8,B
4141,7468,21,1.0,40.58680780484851,25.849068898724934,6.0,5,9.0,1977,0.194489265,B,B,47,8004,3,125.0,3,5,B
364,2080,99,2.0,48.13796454659416,31.329245786693487,5.0,6,5.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B
2530,5231,188,2.0,57.5941562055831,36.82551633874185,9.0,14,16.0,1980,0.0,B,B,7,1660,39,1786.0,1,5,B
1166,9896,148,1.0,37.32467137850306,21.60661922480813,9.0,8,12.0,1969,0.313924552,B,B,22,4625,11,3855.0,2,10,B
612,1733,93,1.0,40.52656590700193,20.994750725794823,7.0,15,17.0,2003,0.521867054,B,B,25,6149,0,,0,0,B
1375,8260,67,4.0,63.40925306210194,48.612351485769366,5.0,7,9.0,1974,0.0077202819999999,B,B,38,4788,2,,0,4,B
433,14843,135,3.0,61.07575428227001,43.88575607634552,5.0,5,9.0,1972,0.007658515,B,B,35,7077,56,2301.0,3,19,B
3204,1343,1,1.0,39.07515393260425,40.34303487840975,0.0,10,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
664,10574,23,3.0,66.47191800762235,64.60692391242944,1.0,5,1.0,2017,0.034656082,B,B,0,168,0,,0,0,B
3320,11222,6,3.0,81.11603548749538,,1.0,5,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1609,12099,28,3.0,83.92758206044822,44.33556090596553,10.0,16,22.0,2007,0.118537385,B,B,30,6207,1,1183.0,1,0,B
4034,4244,27,1.0,40.184429404828585,19.736195709269488,7.0,10,14.0,2000,0.041116354,B,B,53,14892,4,,1,4,B
1296,605,134,1.0,50.35534153250654,4.773885201855045,1.0,14,25.0,2017,0.212515361,B,B,19,3293,16,628.0,3,7,B
4861,15206,12,1.0,34.75419176524872,19.65637610992546,6.0,6,9.0,1982,0.090799103,B,B,74,19083,2,,5,15,B
1819,11772,6,1.0,50.65965716585336,,1.0,20,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1126,7286,9,1.0,46.228912083029385,,1.0,12,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
3827,362,6,1.0,50.41114049730061,5.77569736785934,1.0,27,25.0,2018,0.243204519,B,B,5,1564,0,540.0,0,0,B
4875,971,3,1.0,39.2476867612106,23.712340608011,9.0,10,14.0,1971,0.050900058,B,B,43,10621,1,30.0,2,3,B
4052,7115,34,2.0,84.65505090896272,47.15480450304707,12.0,7,24.0,2014,0.069753361,B,B,53,13670,4,,1,11,B
4781,12432,79,1.0,37.34229228408036,20.408191502618468,7.0,10,12.0,1970,0.307466659,B,A,30,5048,9,325.0,2,5,B
3343,11373,6,3.0,81.86683460288094,,1.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3159,1045,94,3.0,60.44449177775665,47.36361819560298,6.0,6,9.0,1975,0.282797669,B,B,33,8667,2,,0,6,B
3134,10265,37,2.0,55.72176925937757,30.24600092908813,8.0,3,14.0,1999,0.178916796,B,B,18,3594,4,192.0,1,5,B
244,2147,71,1.0,40.419643083277386,23.67126165122221,8.0,3,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
1288,13135,30,3.0,65.43339811226687,64.66823615437197,1.0,4,4.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4922,14986,1,2.0,70.84260158478723,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4087,2978,66,2.0,47.46059316079141,32.996225127612576,5.0,6,9.0,1975,0.111627393,B,B,50,12238,8,1970.0,2,3,B
3756,329,52,3.0,83.47977041020677,,1.0,9,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
3806,9952,7,2.0,45.61848681332035,29.896995034518923,5.0,4,5.0,1967,0.130617806,B,B,39,10418,9,900.0,1,9,B
1991,2188,46,1.0,36.5108661482337,24.081447292918853,7.0,5,9.0,1967,0.188783766,B,B,31,6137,4,,0,1,B
2750,1596,96,2.0,59.715350536352815,36.33636386560799,8.0,7,14.0,2008,0.041116354,B,B,53,14892,4,,1,4,B
3626,13325,13,2.0,51.408640457765344,31.55169500862943,8.0,5,17.0,2002,0.090799103,B,B,74,19083,2,,5,15,B
4201,7054,30,1.0,44.768414349864,,1.0,13,1.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
3559,16394,23,1.0,53.77527789755955,,1.0,3,4.0,1977,0.014072961,B,B,2,475,0,,0,0,B
334,92,21,3.0,70.42479628301454,46.60475213335845,9.0,12,12.0,1971,0.194489265,B,B,47,8004,3,125.0,3,5,B
1929,12316,183,5.0,157.97610124554296,101.04048496167265,12.0,7,8.0,1908,0.246623602,B,B,14,2940,45,,3,6,B
784,16607,2,1.0,35.79617975832756,22.17900619136493,5.0,6,9.0,1967,0.0,B,B,33,7425,1,,2,5,B
3970,6935,60,3.0,82.86069630205911,58.3390531290429,8.0,2,5.0,1960,0.341071945,B,B,27,5664,48,2300.0,3,11,B
453,1779,29,1.0,43.610767135670784,16.26838735605571,9.0,7,17.0,2014,0.069660344,B,B,31,6119,4,,1,2,B
2822,1618,17,2.0,55.06549839260015,32.13048248328167,8.0,18,16.0,1977,0.0,B,B,18,3374,5,620.0,1,2,B
3430,1761,21,1.0,34.46598080533552,20.7475869872418,5.0,5,5.0,1962,0.034331497,B,B,25,5487,3,,0,4,B
295,12659,1,3.0,79.14588775543575,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2339,6836,39,2.0,45.131281528169744,30.780550607450408,6.0,2,5.0,1965,0.428825818,B,B,25,5011,8,730.0,0,2,B
2525,2842,7,2.0,42.194931273575,22.595178778977854,7.0,11,12.0,1967,0.130617806,B,B,39,10418,9,900.0,1,9,B
723,13019,61,3.0,80.24691727918831,44.63365268207421,9.0,9,22.0,1997,0.300322518,B,B,52,10311,6,,1,9,B
1981,1435,111,17.0,52.86610662396232,32.52834239691611,8.0,15,17.0,1987,0.093442564,B,B,23,4635,5,3300.0,2,4,B
965,1720,44,2.0,43.21497110263211,27.39620527276605,5.0,3,5.0,1966,0.232205084,B,B,24,4860,1,80.0,0,3,B
2896,12378,41,3.0,63.11523847764774,42.198836796909845,7.0,11,12.0,1983,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
2123,13529,53,1.0,38.122015363593725,41.73649617440017,10.0,15,17.0,2015,0.049637257,B,B,34,7759,0,229.0,1,3,B
1137,10164,58,4.0,94.9973324343706,57.01740233636862,9.0,6,9.0,2010,0.31019913,B,B,11,2748,1,,0,0,B
4133,16267,11,2.0,47.35406382884665,31.484406895686817,6.0,2,9.0,1969,0.038692987,B,B,28,6533,1,1015.0,2,5,B
1691,13661,35,1.0,45.778758556743526,,1.0,11,17.0,1977,0.089039719,B,B,33,7976,5,,0,11,B
2130,6948,74,2.0,74.86889728153449,,1.0,9,17.0,1977,0.309479124,B,B,35,7715,4,990.0,0,6,B
4228,12864,61,3.0,62.13406988937646,46.586230014304064,6.0,2,9.0,1975,0.300322518,B,B,52,10311,6,,1,9,B
1054,12556,27,1.0,35.713469141988085,20.696532781202503,9.0,4,12.0,1972,0.07542368,B,B,11,3097,0,,0,0,B
626,12543,13,1.0,39.90591905013406,22.841937725802868,10.0,18,22.0,1999,0.090799103,B,B,74,19083,2,,5,15,B
2759,14341,27,2.0,115.5531294404458,118.35525437960762,12.0,5,6.0,1977,0.07542368,B,B,11,3097,0,,0,0,B
906,12736,9,3.0,89.2439640308897,45.99828585634443,10.0,16,22.0,1987,0.136244425,B,B,11,2370,0,,0,1,B
495,15539,1,3.0,85.63792007296574,,1.0,10,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1591,8264,109,2.0,59.02184518347136,37.876982566014206,10.0,18,18.0,1983,0.0,B,B,25,5027,4,46.0,1,1,B
2224,13840,82,2.0,51.1759707285963,32.75004746241106,7.0,6,5.0,1954,0.037316452,B,B,32,6748,93,562.0,4,10,B
3601,2860,58,2.0,62.76499291354574,33.6541330807924,11.0,7,10.0,2003,0.31019913,B,B,11,2748,1,,0,0,B
4446,13984,145,4.0,95.78410642669752,55.002488153309365,10.0,5,12.0,1999,0.0,B,B,30,5562,0,,0,5,A
3913,319,99,1.0,39.67535555845358,23.1936162132792,10.0,6,16.0,1983,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3045,14286,86,2.0,43.63529617150069,28.599909995209693,5.0,6,9.0,1971,0.161975568,B,A,31,7010,5,4508.0,3,7,B
1453,14928,59,3.0,98.98353911990311,95.04910983790568,1.0,21,19.0,2015,0.019508796,B,B,37,7687,11,176.0,5,5,B
1821,13847,53,1.0,38.62020539009957,40.66350752328936,1.0,21,19.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
3111,11080,1,3.0,79.35960333453174,,1.0,10,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1127,8216,27,2.0,58.86609040165634,,1.0,14,19.0,1977,0.211401214,B,B,9,1892,0,,0,1,B
1557,9846,64,2.0,65.12043582397571,32.305303290942746,11.0,7,15.0,2003,0.093442564,B,B,23,4635,5,3300.0,2,4,B
1197,5948,6,1.0,40.11398408545357,4.612265128629062,1.0,17,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1889,15950,23,1.0,42.833315473059095,,1.0,1,1.0,1977,0.034656082,B,B,0,168,0,,0,0,B
628,12318,11,3.0,66.52409810232976,63.20275192092185,7.0,7,12.0,1975,0.0001696759999999,B,B,36,5992,0,,1,1,B
2322,14758,1,1.0,41.435648249008686,39.19279499664541,1.0,3,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3255,3085,46,2.0,64.32753375258308,36.8394930985334,12.0,14,17.0,2004,0.188783766,B,B,31,6137,4,,0,1,B
3256,5694,23,1.0,43.58226409307986,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
1035,473,53,2.0,55.35426538954443,,1.0,2,1.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
2455,2650,3,1.0,40.56920149635955,23.129704969926426,8.0,4,12.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
4418,4902,62,3.0,63.43377666278678,43.032641630296055,6.0,6,9.0,1977,0.002211665,B,B,39,7614,3,,1,5,A
4220,13103,8,2.0,67.28265780219178,35.2447612955446,12.0,6,16.0,2015,0.092290642,B,B,21,4346,2,165.0,1,2,B
2327,6779,98,2.0,54.971508534788846,30.93432712537425,11.0,13,16.0,1978,0.195781053,B,B,23,5212,6,,3,2,B
4994,13060,25,2.0,51.14490565954394,48.97953973672529,1.0,18,25.0,2015,0.069753361,B,B,53,13670,4,,1,11,B
2632,10023,113,2.0,35.6343219615387,24.58179289277188,6.0,10,9.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
1551,15812,178,2.0,53.18209819950172,26.09315479358093,10.0,8,8.0,1960,0.460556389,B,B,20,4386,14,,1,5,B
2508,12153,119,2.0,64.24633266598383,37.70865306519389,8.0,2,9.0,1962,0.000995363,B,B,42,7651,1,,1,5,B
4412,510,30,3.0,83.03430064113046,82.61283614933097,1.0,17,17.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2840,6209,9,2.0,43.86079994680626,29.22862523799203,5.0,3,5.0,1971,0.161531741,B,B,25,5648,1,30.0,2,4,B
393,1095,27,2.0,57.60356358302562,58.67384886246442,1.0,7,12.0,2017,0.011654127,B,B,4,915,0,,0,0,B
2490,6810,27,2.0,59.408283656948825,61.40575533373045,10.0,11,17.0,2018,0.017647053,B,B,2,469,0,,0,0,B
4093,7372,61,2.0,48.54753228005514,42.214992112446495,5.0,10,9.0,1976,0.300322518,B,B,52,10311,6,,1,9,B
3969,1995,176,2.0,56.85560567034372,35.90830314834036,7.0,4,5.0,1961,0.08761909,B,B,8,1497,5,,1,0,B
2978,4097,134,1.0,34.79956645506512,20.231580743695947,8.0,8,1.0,2019,0.212515361,B,B,19,3293,16,628.0,3,7,B
485,11129,208,1.0,32.770108538675885,22.616294913566627,5.0,4,5.0,1961,0.042031587,B,B,37,6856,84,1940.0,2,5,B
3623,5450,51,2.0,51.85133641053128,32.114051612620486,7.0,14,14.0,1956,0.015016892,B,B,17,3079,59,2890.0,0,8,B
383,8547,8,2.0,54.47204579445031,31.69381707316492,8.0,10,14.0,1990,0.458174486,B,A,26,4439,1,1130.0,1,5,B
4393,3279,111,2.0,50.975325180138114,29.590868743344565,8.0,11,12.0,1984,0.093442564,B,B,23,4635,5,3300.0,2,4,B
3305,834,45,2.0,66.31442151216207,,1.0,7,17.0,2014,0.195781053,B,B,23,5212,6,,3,2,B
718,3852,58,1.0,49.90641027517503,1.8738337457440823,1.0,6,1.0,2018,0.43788524,B,B,23,5735,3,1084.0,0,5,B
257,5968,23,1.0,28.57119049227769,29.40338105783641,0.0,12,17.0,2014,0.034656082,B,B,0,168,0,,0,0,B
4078,3313,48,2.0,46.87442560346106,29.423719998305245,6.0,2,9.0,1979,0.041124634,B,B,46,9515,5,,1,10,B
744,12343,13,2.0,55.63884113874912,34.071084858129375,9.0,16,17.0,2000,0.090799103,B,B,74,19083,2,,5,15,B
1635,13208,57,2.0,63.412140591976645,38.41133939594794,10.0,7,19.0,2008,0.133215333,B,B,49,11395,3,1406.0,3,4,A
3004,9349,107,3.0,57.69460065955224,43.12315673383096,5.0,2,5.0,1964,0.050272014,B,B,21,4231,14,1020.0,0,3,B
708,7538,43,3.0,63.79065568643842,46.051306898695394,4.0,4,7.0,1930,0.212515361,B,B,19,3293,16,628.0,3,7,B
1354,8860,167,2.0,71.00673046165267,69.01066476613677,1.0,4,10.0,2015,0.051942062,B,B,17,4017,7,800.0,2,0,B
2222,12255,99,1.0,38.59641962956243,22.11389193034768,9.0,1,14.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B
1415,1764,167,2.0,55.267779537792336,33.11789028947921,8.0,14,12.0,1990,0.236108458,B,B,16,3893,27,,3,10,B
55,7076,27,2.0,76.73464350633769,,1.0,3,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
2402,15866,46,1.0,34.7432296557302,20.29109188084279,6.0,4,9.0,1971,0.188783766,B,B,31,6137,4,,0,1,B
2881,3930,121,2.0,56.47652340828937,34.04155195419153,8.0,6,12.0,1984,0.212515361,B,B,19,3293,16,628.0,3,7,B
193,13029,90,2.0,49.36773799954912,34.46230616409803,9.0,11,12.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
1171,8550,178,2.0,44.640487589537706,24.76329549936511,5.0,6,5.0,1961,0.460556389,B,B,20,4386,14,,1,5,B
685,9157,58,3.0,94.87627719930524,,0.0,5,3.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
4896,1622,96,1.0,33.38985784625336,19.35590344114065,7.0,14,14.0,2006,0.041116354,B,B,53,14892,4,,1,4,B
817,6376,2,1.0,42.37619755741403,23.71370076499829,9.0,9,14.0,1977,0.309479124,B,B,35,7715,4,990.0,0,6,B
3608,1165,27,1.0,2.3721005040841523,1.8991192070089515,1.0,2,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
4101,12426,6,2.0,67.8654535810047,34.92785592671797,12.0,9,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4866,4651,53,3.0,82.55501077461489,,1.0,2,19.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
4436,13655,100,2.0,55.12014620381521,35.618127179571864,8.0,8,8.0,1960,0.049863387,B,B,18,3746,9,75.0,3,1,B
3142,11715,121,2.0,53.62915240245624,31.75439800850781,10.0,10,16.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B
1444,15104,23,2.0,55.04104305083888,32.52821725908952,9.0,12,17.0,2014,0.075778755,B,B,6,1437,3,,0,2,B
4257,16750,74,2.0,51.15740339100298,48.62978589972374,0.0,5,3.0,2017,0.075778755,B,B,6,1437,3,,0,2,B
3191,15248,2,3.0,99.00970911385905,58.47001645351887,12.0,15,16.0,1991,0.035145267,B,B,42,9292,3,2620.0,0,3,B
